  0%|          | 0/2193 [00:00<?, ?it/s]/mnt/dolphinfs/ssd_pool/docker/user/hadoop-mt-ocr/yangwenkui03/conda/envs/gui_actor/lib/python3.10/site-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/mnt/dolphinfs/ssd_pool/docker/user/hadoop-mt-ocr/yangwenkui03/conda/envs/gui_actor/lib/python3.10/site-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                    
{'loss': 7.5379, 'grad_norm': 28.0, 'learning_rate': 1.2121212121212122e-05, 'grounding_loss': 38.67217743396759, 'layer_weights': [0.05555988475680351, 0.055555641651153564, 0.055553268641233444, 0.05555462837219238, 0.05555522441864014, 0.0555570051074028, 0.05555666610598564, 0.055560432374477386, 0.05555496737360954, 0.05555831640958786, 0.05555233359336853, 0.055554620921611786, 0.055556029081344604, 0.05555199459195137, 0.05556077882647514, 0.05555204302072525, 0.05554937198758125, 0.05555679276585579], 'epoch': 0.01}
{'loss': 7.4149, 'grad_norm': 7.65625, 'learning_rate': 2.7272727272727273e-05, 'grounding_loss': 37.85244107246399, 'layer_weights': [0.05556032806634903, 0.055555570870637894, 0.055553365498781204, 0.055554844439029694, 0.0555553212761879, 0.05555684491991997, 0.05555705353617668, 0.05556028336286545, 0.055555056780576706, 0.05555840581655502, 0.05555247515439987, 0.055554550141096115, 0.0555557906627655, 0.05555201321840286, 0.05556083470582962, 0.055551547557115555, 0.05554942414164543, 0.05555633455514908], 'epoch': 0.01}
{'loss': 7.1045, 'grad_norm': 89.5, 'learning_rate': 4.242424242424243e-05, 'grounding_loss': 33.724666237831116, 'layer_weights': [0.05555994436144829, 0.05555546283721924, 0.055552996695041656, 0.055554479360580444, 0.05555524304509163, 0.055556606501340866, 0.05555660277605057, 0.05556003376841545, 0.055555205792188644, 0.05555816739797592, 0.05555219575762749, 0.055554695427417755, 0.055556219071149826, 0.05555219203233719, 0.05556101351976395, 0.05555223673582077, 0.05554965138435364, 0.05555706471204758], 'epoch': 0.02}
{'loss': 6.9268, 'grad_norm': 6.90625, 'learning_rate': 5.757575757575758e-05, 'grounding_loss': 36.13701510429382, 'layer_weights': [0.05555674433708191, 0.055552415549755096, 0.055549271404743195, 0.055549658834934235, 0.05554932355880737, 0.055553726851940155, 0.055553775280714035, 0.05555761978030205, 0.055553682148456573, 0.055556654930114746, 0.05555296689271927, 0.055556826293468475, 0.055559705942869186, 0.05555656552314758, 0.05556546896696091, 0.05555732920765877, 0.055554915219545364, 0.05556334927678108], 'epoch': 0.03}
{'loss': 6.5111, 'grad_norm': 6.625, 'learning_rate': 7.272727272727273e-05, 'grounding_loss': 33.05054461956024, 'layer_weights': [0.05555364489555359, 0.05554770678281784, 0.055543266236782074, 0.05554310232400894, 0.05554237961769104, 0.05554690957069397, 0.05554632097482681, 0.05554962158203125, 0.05554686859250069, 0.05555165559053421, 0.05555076152086258, 0.05555560067296028, 0.055560898035764694, 0.05556178838014603, 0.05557284876704216, 0.05556996539235115, 0.05557132512331009, 0.055585313588380814], 'epoch': 0.03}
{'loss': 6.3953, 'grad_norm': 1.40625, 'learning_rate': 8.787878787878789e-05, 'grounding_loss': 32.620221972465515, 'layer_weights': [0.05555901676416397, 0.05555473640561104, 0.05554918572306633, 0.055546123534440994, 0.055544573813676834, 0.05554575473070145, 0.05554329231381416, 0.05554689094424248, 0.05554397031664848, 0.05554897338151932, 0.05554647371172905, 0.05555231496691704, 0.05555672571063042, 0.05555817484855652, 0.055570799857378006, 0.05556830018758774, 0.05557211488485336, 0.05559259653091431], 'epoch': 0.04}
{'loss': 6.2823, 'grad_norm': 1.6953125, 'learning_rate': 0.00010303030303030303, 'grounding_loss': 31.436752200126648, 'layer_weights': [0.05556060001254082, 0.05555829405784607, 0.0555516853928566, 0.05554996058344841, 0.055549778044223785, 0.055553168058395386, 0.05554984137415886, 0.055554378777742386, 0.055550239980220795, 0.05555335804820061, 0.05554727464914322, 0.05555083230137825, 0.055552612990140915, 0.055551230907440186, 0.055562861263751984, 0.05555927753448486, 0.05556342750787735, 0.055581219494342804], 'epoch': 0.05}
{'loss': 6.1672, 'grad_norm': 1.6875, 'learning_rate': 0.0001181818181818182, 'grounding_loss': 30.401043176651, 'layer_weights': [0.05555948615074158, 0.05555630475282669, 0.05555180832743645, 0.05555104464292526, 0.05555281043052673, 0.05555666610598564, 0.05555422976613045, 0.0555584616959095, 0.0555538646876812, 0.055556345731019974, 0.05554993078112602, 0.05555257201194763, 0.055551640689373016, 0.05554933100938797, 0.05556144192814827, 0.05555573105812073, 0.05555872246623039, 0.055569618940353394], 'epoch': 0.05}
{'loss': 6.2226, 'grad_norm': 1.765625, 'learning_rate': 0.00013333333333333334, 'grounding_loss': 31.085395336151123, 'layer_weights': [0.05556013062596321, 0.05555718392133713, 0.05555363744497299, 0.05555230379104614, 0.055554430931806564, 0.05555735155940056, 0.05555594712495804, 0.055560000240802765, 0.05555591732263565, 0.05555827543139458, 0.05555194616317749, 0.05555436760187149, 0.055553536862134933, 0.05554959923028946, 0.05555962398648262, 0.05555180832743645, 0.05555349588394165, 0.055560480803251266], 'epoch': 0.06}
{'loss': 6.225, 'grad_norm': 1.578125, 'learning_rate': 0.00014848484848484849, 'grounding_loss': 31.442293524742126, 'layer_weights': [0.055560410022735596, 0.05555671453475952, 0.05555427074432373, 0.05555369704961777, 0.05555480718612671, 0.05555790662765503, 0.05555667355656624, 0.055560339242219925, 0.055556900799274445, 0.055558957159519196, 0.055552709847688675, 0.055555202066898346, 0.05555473640561104, 0.05555015802383423, 0.05556008964776993, 0.05555024743080139, 0.055550433695316315, 0.0555557906627655], 'epoch': 0.07}
